i,stem,symbol,tip_idx,tip_time,max_conf,n_boxes,tip_spread,right_p50,cv60,ret12,pos24,bear_stack,bull_stack,filter_reason,owner_keep,owner_note,image
357,UMA_USDT_SWAP_018799,UMA_USDT_SWAP,18799,2025-12-16 13:30:00+00:00,0.3293,1,0.006714,0.9996,-0.003347,-0.01526,0.3953,0,0,pass,,,images/train/UMA_USDT_SWAP_018799.png
358,ORDER_USDT_SWAP_014459,ORDER_USDT_SWAP,14459,2026-02-28 06:00:00+00:00,0.7502,1,0.006735,0.9979,-0.017847,-0.016884,0.0124,1,0,pass,,,images/train/ORDER_USDT_SWAP_014459.png
359,CRV_USDT_SWAP_018179,CRV_USDT_SWAP,18179,2025-12-08 23:45:00+00:00,0.7753,1,0.006766,0.9969,-0.004651,-0.005325,0.2037,0,0,pass,,,images/train/CRV_USDT_SWAP_018179.png
360,MEW_USDT_SWAP_024919,MEW_USDT_SWAP,24919,2026-02-18 06:15:00+00:00,0.64,1,0.006769,0.9973,-0.000846,-0.003118,0.6931,1,0,pass,,,images/train/MEW_USDT_SWAP_024919.png
361,WET_USDT_SWAP_013239,WET_USDT_SWAP,13239,2026-04-26 13:45:00+00:00,0.8774,1,0.006783,0.9971,-0.012919,-0.014981,0.0803,1,0,pass,,,images/train/WET_USDT_SWAP_013239.png
362,BICO_USDT_SWAP_018059,BICO_USDT_SWAP,18059,2025-12-08 17:00:00+00:00,0.8366,1,0.006786,0.9981,-0.013603,-0.018675,0.1515,1,0,pass,,,images/train/BICO_USDT_SWAP_018059.png
363,RVN_USDT_SWAP_017919,RVN_USDT_SWAP,17919,2025-12-07 09:00:00+00:00,0.6372,2,0.006791,0.9975,-0.003136,-0.003306,0.4603,0,0,pass,,,images/train/RVN_USDT_SWAP_017919.png
364,ZK_USDT_SWAP_017079,ZK_USDT_SWAP,17079,2025-11-27 13:45:00+00:00,0.7041,2,0.006806,0.9968,-0.009869,-0.01154,0.2316,1,0,pass,,,images/train/ZK_USDT_SWAP_017079.png
365,SOL_USDT_SWAP_015739,SOL_USDT_SWAP,15739,2025-11-13 14:30:00+00:00,0.7885,1,0.006808,0.9962,-0.01455,-0.023088,0.1271,1,0,pass,,,images/train/SOL_USDT_SWAP_015739.png
366,ACH_USDT_SWAP_025739,ACH_USDT_SWAP,25739,2026-02-26 16:00:00+00:00,0.9006,1,0.006835,0.9975,-0.019827,-0.017167,0.0098,0,0,pass,,,images/train/ACH_USDT_SWAP_025739.png
367,SPK_USDT_SWAP_014899,SPK_USDT_SWAP,14899,2025-11-19 15:15:00+00:00,0.5074,1,0.006835,0.9998,-0.00732,-0.012402,0.4706,0,0,pass,,,images/train/SPK_USDT_SWAP_014899.png
368,XLM_USDT_SWAP_010859,XLM_USDT_SWAP,10859,2025-09-23 18:45:00+00:00,0.6746,2,0.006839,0.9966,-0.007718,-0.012234,0.1019,1,0,pass,,,images/train/XLM_USDT_SWAP_010859.png
369,ZRO_USDT_SWAP_010679,ZRO_USDT_SWAP,10679,2025-09-21 21:45:00+00:00,0.3626,1,0.006846,0.9975,-0.004889,-0.005976,0.4062,1,0,pass,,,images/train/ZRO_USDT_SWAP_010679.png
370,ARB_USDT_SWAP_010579,ARB_USDT_SWAP,10579,2025-09-20 19:30:00+00:00,0.531,1,0.006859,0.9976,-0.003551,-0.012279,0.2705,1,0,pass,,,images/train/ARB_USDT_SWAP_010579.png
371,PEOPLE_USDT_SWAP_028639,PEOPLE_USDT_SWAP,28639,2026-03-29 00:30:00+00:00,0.777,1,0.006866,0.9961,-0.020019,-0.029704,0.0481,1,0,pass,,,images/train/PEOPLE_USDT_SWAP_028639.png
372,HYPE_USDT_SWAP_019879,HYPE_USDT_SWAP,19879,2025-12-26 17:00:00+00:00,0.6924,1,0.006879,0.997,-0.0063,-0.010359,0.2486,0,0,pass,,,images/train/HYPE_USDT_SWAP_019879.png
373,W_USDT_SWAP_021099,W_USDT_SWAP,21099,2026-01-09 12:30:00+00:00,0.6893,1,0.006893,0.9968,-0.006864,-0.011707,0.2347,1,0,pass,,,images/train/W_USDT_SWAP_021099.png
374,A_USDT_SWAP_024439,A_USDT_SWAP,24439,2026-02-13 03:00:00+00:00,0.6254,1,0.006894,0.9978,-0.007304,-0.015279,0.1454,0,0,pass,,,images/train/A_USDT_SWAP_024439.png
375,ETHFI_USDT_SWAP_026579,ETHFI_USDT_SWAP,26579,2026-03-06 12:00:00+00:00,0.7133,1,0.006904,0.9971,-0.023007,-0.024444,0.1119,0,0,pass,,,images/train/ETHFI_USDT_SWAP_026579.png
376,WCT_USDT_SWAP_005119,WCT_USDT_SWAP,5119,2025-07-27 01:30:00+00:00,0.6495,1,0.006909,0.9968,-0.010394,-0.017814,0.1667,0,0,pass,,,images/train/WCT_USDT_SWAP_005119.png
377,NG_USDT_SWAP_001119,NG_USDT_SWAP,1119,2026-03-22 00:45:00+00:00,0.3197,1,0.006915,0.9978,-4e-05,-0.002461,0.3207,0,0,pass,,,images/train/NG_USDT_SWAP_001119.png
378,RAY_USDT_SWAP_015919,RAY_USDT_SWAP,15919,2025-11-16 12:45:00+00:00,0.7521,1,0.006918,0.9969,-0.011497,-0.025065,0.2543,1,0,pass,,,images/train/RAY_USDT_SWAP_015919.png
379,F_USDT_SWAP_012359,F_USDT_SWAP,12359,2026-03-03 01:45:00+00:00,0.6792,1,0.006919,0.9969,-0.007527,-0.013093,0.2483,1,0,pass,,,images/train/F_USDT_SWAP_012359.png
380,XRP_USDT_SWAP_001999,XRP_USDT_SWAP,1999,2025-06-23 11:45:00+00:00,0.6804,1,0.006935,0.9967,-0.003123,-0.009212,0.3018,1,0,pass,,,images/train/XRP_USDT_SWAP_001999.png
381,ARKM_USDT_SWAP_017079,ARKM_USDT_SWAP,17079,2025-11-28 11:30:00+00:00,0.5107,1,0.006935,0.9982,-0.005678,-0.009509,0.3462,0,0,pass,,,images/train/ARKM_USDT_SWAP_017079.png
382,TAO_USDT_SWAP_026099,TAO_USDT_SWAP,26099,2026-03-02 14:15:00+00:00,0.7057,2,0.006941,0.9978,-0.003728,-0.003948,0.4894,1,0,pass,,,images/train/TAO_USDT_SWAP_026099.png
383,KAT_USDT_SWAP_000799,KAT_USDT_SWAP,799,2026-03-10 19:15:00+00:00,0.6318,2,0.006951,0.9979,-0.025205,-0.027132,0.1222,0,0,pass,,,images/train/KAT_USDT_SWAP_000799.png
384,STX_USDT_SWAP_014939,STX_USDT_SWAP,14939,2025-11-06 08:15:00+00:00,0.7002,1,0.006953,0.9958,-0.007933,-0.004783,0.2072,1,0,pass,,,images/train/STX_USDT_SWAP_014939.png
385,KSM_USDT_SWAP_020199,KSM_USDT_SWAP,20199,2025-12-31 01:45:00+00:00,0.6503,1,0.006956,0.9978,-0.01927,-0.017566,0.2481,1,0,pass,,,images/train/KSM_USDT_SWAP_020199.png
386,CORE_USDT_SWAP_017299,CORE_USDT_SWAP,17299,2025-11-30 19:30:00+00:00,0.8045,1,0.006965,0.9975,-0.009498,-0.013919,0.0968,1,0,pass,,,images/train/CORE_USDT_SWAP_017299.png
387,BONK_USDT_SWAP_013799,BONK_USDT_SWAP,13799,2025-10-25 08:15:00+00:00,0.5055,1,0.006965,0.999,-0.000219,-0.000814,0.3625,0,0,pass,,,images/train/BONK_USDT_SWAP_013799.png
388,LQTY_USDT_SWAP_016639,LQTY_USDT_SWAP,16639,2025-11-24 00:00:00+00:00,0.7016,1,0.006969,0.9966,-0.018906,-0.017536,0.1136,1,0,pass,,,images/train/LQTY_USDT_SWAP_016639.png
389,BARD_USDT_SWAP_008979,BARD_USDT_SWAP,8979,2025-12-21 00:45:00+00:00,0.7001,1,0.006974,0.998,-0.010945,-0.010613,0.1778,1,0,pass,,,images/train/BARD_USDT_SWAP_008979.png
390,FLOKI_USDT_SWAP_031559,FLOKI_USDT_SWAP,31559,2026-04-28 09:15:00+00:00,0.531,1,0.006984,0.997,-3.9e-05,-0.007123,0.4079,0,0,pass,,,images/train/FLOKI_USDT_SWAP_031559.png
391,F_USDT_SWAP_003359,F_USDT_SWAP,3359,2025-11-29 07:45:00+00:00,0.8736,1,0.006997,0.9967,-0.014269,-0.01634,0.0833,1,0,pass,,,images/train/F_USDT_SWAP_003359.png
392,GPS_USDT_SWAP_014939,GPS_USDT_SWAP,14939,2025-11-06 06:30:00+00:00,0.4823,1,0.007018,0.9976,-0.008095,-0.013267,0.3731,1,0,pass,,,images/train/GPS_USDT_SWAP_014939.png
393,BAND_USDT_SWAP_011699,BAND_USDT_SWAP,11699,2025-10-03 11:00:00+00:00,0.3494,1,0.007019,0.9973,-0.008078,-0.00262,0.1053,0,0,pass,,,images/train/BAND_USDT_SWAP_011699.png
394,SENT_USDT_SWAP_002319,SENT_USDT_SWAP,2319,2025-12-08 18:45:00+00:00,0.677,1,0.007019,0.9976,-0.010623,-0.000213,0.1631,0,0,pass,,,images/train/SENT_USDT_SWAP_002319.png
395,YGG_USDT_SWAP_021159,YGG_USDT_SWAP,21159,2026-01-10 03:45:00+00:00,0.7622,1,0.00702,0.997,-0.004239,-0.00059,0.3806,1,0,pass,,,images/train/YGG_USDT_SWAP_021159.png
396,COMP_USDT_SWAP_014999,COMP_USDT_SWAP,14999,2025-11-06 20:30:00+00:00,0.589,1,0.007021,0.9977,-0.006583,0.0,0.4952,1,0,pass,,,images/train/COMP_USDT_SWAP_014999.png
397,KSM_USDT_SWAP_020099,KSM_USDT_SWAP,20099,2025-12-30 00:45:00+00:00,0.3891,2,0.007022,0.9969,-0.009433,-0.00562,0.0929,1,0,pass,,,images/train/KSM_USDT_SWAP_020099.png
398,BRETT_USDT_SWAP_019679,BRETT_USDT_SWAP,19679,2025-12-25 14:15:00+00:00,0.7592,1,0.007034,0.998,-0.00987,-0.002104,0.0435,0,0,pass,,,images/train/BRETT_USDT_SWAP_019679.png
399,ETHFI_USDT_SWAP_026199,ETHFI_USDT_SWAP,26199,2026-03-02 13:00:00+00:00,0.6557,1,0.007036,0.9975,-0.007599,-0.005622,0.3583,1,0,pass,,,images/train/ETHFI_USDT_SWAP_026199.png
400,SAPIEN_USDT_SWAP_007379,SAPIEN_USDT_SWAP,7379,2026-01-22 08:30:00+00:00,0.6011,1,0.007062,0.9963,-0.011365,-0.005668,0.1739,1,0,pass,,,images/train/SAPIEN_USDT_SWAP_007379.png
401,FLOKI_USDT_SWAP_029219,FLOKI_USDT_SWAP,29219,2026-04-04 00:15:00+00:00,0.816,1,0.007064,0.9966,-0.011366,-0.010821,0.0204,1,0,pass,,,images/train/FLOKI_USDT_SWAP_029219.png
402,ETHFI_USDT_SWAP_008559,ETHFI_USDT_SWAP,8559,2025-08-30 19:00:00+00:00,0.8672,1,0.007066,0.9972,-0.007842,-0.010836,0.1809,1,0,pass,,,images/train/ETHFI_USDT_SWAP_008559.png
403,CRO_USDT_SWAP_015659,CRO_USDT_SWAP,15659,2025-11-13 17:45:00+00:00,0.8331,1,0.007085,0.9961,-0.041238,-0.052401,0.0189,1,0,pass,,,images/train/CRO_USDT_SWAP_015659.png
404,1INCH_USDT_SWAP_001519,1INCH_USDT_SWAP,1519,2025-06-19 09:00:00+00:00,0.4923,1,0.007097,0.9977,-0.000838,-0.002102,0.08,0,0,pass,,,images/train/1INCH_USDT_SWAP_001519.png
405,OP_USDT_SWAP_003359,OP_USDT_SWAP,3359,2025-07-07 15:15:00+00:00,0.8631,1,0.007108,0.9964,-0.00928,-0.001481,0.2105,0,0,pass,,,images/train/OP_USDT_SWAP_003359.png
406,XTZ_USDT_SWAP_018099,XTZ_USDT_SWAP,18099,2025-12-09 06:45:00+00:00,0.6346,1,0.007109,0.9966,-0.007307,-0.012272,0.2437,0,0,pass,,,images/train/XTZ_USDT_SWAP_018099.png
407,LQTY_USDT_SWAP_026339,LQTY_USDT_SWAP,26339,2026-03-05 01:00:00+00:00,0.7719,1,0.007112,0.9973,-0.008674,-0.00891,0.2222,0,0,pass,,,images/train/LQTY_USDT_SWAP_026339.png
408,AVNT_USDT_SWAP_016979,AVNT_USDT_SWAP,16979,2026-03-18 12:15:00+00:00,0.6893,1,0.007114,0.9972,-0.030872,-0.036714,0.1558,1,0,pass,,,images/train/AVNT_USDT_SWAP_016979.png
409,WLFI_USDT_SWAP_013039,WLFI_USDT_SWAP,13039,2026-01-06 08:45:00+00:00,0.7198,1,0.007118,0.9968,-0.005455,-0.013143,0.2105,0,0,pass,,,images/train/WLFI_USDT_SWAP_013039.png
410,PYTH_USDT_SWAP_019779,PYTH_USDT_SWAP,19779,2025-12-26 17:45:00+00:00,0.8258,1,0.007119,0.9978,-0.009233,-0.003202,0.2732,0,0,pass,,,images/train/PYTH_USDT_SWAP_019779.png
411,1INCH_USDT_SWAP_025819,1INCH_USDT_SWAP,25819,2026-02-27 12:00:00+00:00,0.7669,1,0.007125,0.9961,-0.017607,-0.027928,0.0774,0,0,pass,,,images/train/1INCH_USDT_SWAP_025819.png
412,GIGGLE_USDT_SWAP_008839,GIGGLE_USDT_SWAP,8839,2026-01-25 08:45:00+00:00,0.8612,1,0.007128,0.9964,-0.013102,-0.013886,0.1829,1,0,pass,,,images/train/GIGGLE_USDT_SWAP_008839.png
413,MASK_USDT_SWAP_007819,MASK_USDT_SWAP,7819,2025-08-24 03:00:00+00:00,0.5872,1,0.007158,0.9971,-0.009506,-0.009217,0.0526,0,0,pass,,,images/train/MASK_USDT_SWAP_007819.png
414,CHZ_USDT_SWAP_018619,CHZ_USDT_SWAP,18619,2025-12-13 13:45:00+00:00,0.6066,2,0.007163,0.9972,-0.005486,-0.003599,0.3571,0,0,pass,,,images/train/CHZ_USDT_SWAP_018619.png
415,MEW_USDT_SWAP_014039,MEW_USDT_SWAP,14039,2025-10-27 22:15:00+00:00,0.8856,1,0.007176,0.9973,-0.008472,-0.014698,0.2344,0,0,pass,,,images/train/MEW_USDT_SWAP_014039.png
416,GMT_USDT_SWAP_031579,GMT_USDT_SWAP,31579,2026-04-28 14:30:00+00:00,0.7433,1,0.007181,0.9963,-0.008036,-0.003908,0.1757,1,0,pass,,,images/train/GMT_USDT_SWAP_031579.png
417,ATOM_USDT_SWAP_007439,ATOM_USDT_SWAP,7439,2025-08-19 02:30:00+00:00,0.6542,2,0.007185,0.9971,-0.007379,-0.004934,0.2632,1,0,pass,,,images/train/ATOM_USDT_SWAP_007439.png
418,LAYER_USDT_SWAP_002939,LAYER_USDT_SWAP,2939,2025-07-04 06:45:00+00:00,0.8252,1,0.007186,0.9971,-0.0172,-0.020965,0.0588,1,0,pass,,,images/train/LAYER_USDT_SWAP_002939.png
419,ZIL_USDT_SWAP_027539,ZIL_USDT_SWAP,27539,2026-03-17 14:45:00+00:00,0.762,1,0.007187,0.9979,-0.001523,-0.006879,0.398,0,0,pass,,,images/train/ZIL_USDT_SWAP_027539.png
420,THETA_USDT_SWAP_018699,THETA_USDT_SWAP,18699,2025-12-15 12:15:00+00:00,0.7858,1,0.007196,0.9966,-0.005779,-0.0044,0.1235,1,0,pass,,,images/train/THETA_USDT_SWAP_018699.png
421,ZK_USDT_SWAP_026359,ZK_USDT_SWAP,26359,2026-03-04 05:45:00+00:00,0.6881,1,0.007214,0.998,-0.004025,0.0,0.4474,1,0,pass,,,images/train/ZK_USDT_SWAP_026359.png
422,SPK_USDT_SWAP_023859,SPK_USDT_SWAP,23859,2026-02-20 23:15:00+00:00,0.6815,1,0.007217,0.9975,-0.005069,-0.001885,0.1081,0,0,pass,,,images/train/SPK_USDT_SWAP_023859.png
423,KSM_USDT_SWAP_022279,KSM_USDT_SWAP,22279,2026-01-21 17:45:00+00:00,0.831,1,0.007233,0.996,-0.012395,-0.026104,0.2716,1,0,pass,,,images/train/KSM_USDT_SWAP_022279.png
424,CRV_USDT_SWAP_011459,CRV_USDT_SWAP,11459,2025-09-29 23:45:00+00:00,0.5965,1,0.007243,0.9973,-0.006669,-0.018681,0.0804,0,0,pass,,,images/train/CRV_USDT_SWAP_011459.png
425,BOME_USDT_SWAP_023959,BOME_USDT_SWAP,23959,2026-02-08 04:15:00+00:00,0.7024,1,0.00725,0.9973,-0.014174,-0.01649,0.1806,0,0,pass,,,images/train/BOME_USDT_SWAP_023959.png
426,ENJ_USDT_SWAP_007639,ENJ_USDT_SWAP,7639,2025-08-22 05:00:00+00:00,0.5404,1,0.007252,0.9983,-0.000318,-0.006516,0.4573,1,0,pass,,,images/train/ENJ_USDT_SWAP_007639.png
427,LPT_USDT_SWAP_008559,LPT_USDT_SWAP,8559,2025-08-31 20:00:00+00:00,0.7297,1,0.007253,0.998,-0.005479,-0.003435,0.2323,1,0,pass,,,images/train/LPT_USDT_SWAP_008559.png
428,ONE_USDT_SWAP_023599,ONE_USDT_SWAP,23599,2026-02-04 12:30:00+00:00,0.8459,1,0.007258,0.9975,-0.009852,-0.007786,0.3434,1,0,pass,,,images/train/ONE_USDT_SWAP_023599.png
429,RSR_USDT_SWAP_016219,RSR_USDT_SWAP,16219,2025-11-19 16:00:00+00:00,0.5414,1,0.007262,0.9965,-0.024571,-0.029254,0.0925,1,0,pass,,,images/train/RSR_USDT_SWAP_016219.png
430,ZEN_USDT_SWAP_004879,ZEN_USDT_SWAP,4879,2025-12-24 01:45:00+00:00,0.3605,1,0.007269,0.9989,-0.002355,-0.001953,0.1739,0,0,pass,,,images/train/ZEN_USDT_SWAP_004879.png
431,SKY_USDT_SWAP_000739,SKY_USDT_SWAP,739,2025-09-19 04:15:00+00:00,0.5989,1,0.007284,0.9974,-0.020523,-0.021094,0.0791,0,0,pass,,,images/train/SKY_USDT_SWAP_000739.png
432,W_USDT_SWAP_013379,W_USDT_SWAP,13379,2025-10-21 02:30:00+00:00,0.7695,1,0.007294,0.997,-0.018967,-0.019618,0.127,0,0,pass,,,images/train/W_USDT_SWAP_013379.png
