i,stem,symbol,tip_idx,tip_time,max_conf,n_boxes,tip_spread,right_p50,owner_keep,owner_note,image,keep_shortish,reason,cv20,cv60,cv120,ret4,ret12,pos24,slope60,bull_stack,bear_stack
743,DOGE_USDT_SWAP_015519,DOGE_USDT_SWAP,15519,2025-11-11 06:45:00+00:00,0.7831,1,0.006513,0.9961,,,images/train/DOGE_USDT_SWAP_015519.png,1,pass,-0.009264,-0.013348,-0.011958,-0.000786,-0.025724,0.1405,-0.004031,0,0
744,CRV_USDT_SWAP_002439,CRV_USDT_SWAP,2439,2025-06-28 00:45:00+00:00,0.3714,1,0.006514,0.9966,,,images/train/CRV_USDT_SWAP_002439.png,0,ret12_pos,0.003728,0.007667,0.004891,-0.000783,0.006706,0.7989,0.003607,0,0
745,CELO_USDT_SWAP_022479,CELO_USDT_SWAP,22479,2026-01-23 18:30:00+00:00,0.5714,1,0.006519,0.997,,,images/train/CELO_USDT_SWAP_022479.png,0,ret12_pos,0.012279,0.017728,0.016612,-0.000843,0.03223,0.7941,0.005296,0,0
746,SAND_USDT_SWAP_004859,SAND_USDT_SWAP,4859,2025-07-23 06:30:00+00:00,0.318,1,0.006527,0.9982,,,images/train/SAND_USDT_SWAP_004859.png,1,pass,-0.008699,-0.006732,-0.007599,-0.011518,-0.006235,0.0,0.001455,0,0
747,GPS_USDT_SWAP_011139,GPS_USDT_SWAP,11139,2025-09-27 16:30:00+00:00,0.3083,1,0.006531,0.9979,,,images/train/GPS_USDT_SWAP_011139.png,0,ret12_pos,0.008873,0.015139,0.014696,0.005072,0.00488,0.8557,0.004719,0,0
748,IOST_USDT_SWAP_025819,IOST_USDT_SWAP,25819,2026-02-27 14:45:00+00:00,0.7719,1,0.006543,0.9984,,,images/train/IOST_USDT_SWAP_025819.png,0,ret12_pos,-0.003212,-0.007887,-0.010616,0.000839,0.000839,0.3243,-0.003834,0,1
749,CORE_USDT_SWAP_007779,CORE_USDT_SWAP,7779,2025-08-23 15:30:00+00:00,0.6875,2,0.006543,0.997,,,images/train/CORE_USDT_SWAP_007779.png,1,pass,-0.000736,-0.002204,0.001098,0.001021,-0.002035,0.3529,-0.001252,0,0
750,TRUMP_USDT_SWAP_016299,TRUMP_USDT_SWAP,16299,2025-11-19 10:30:00+00:00,0.6143,1,0.006547,0.9979,,,images/train/TRUMP_USDT_SWAP_016299.png,1,pass,-0.003159,-0.003697,-0.002179,-0.004541,-0.004682,0.5532,0.0001,0,0
751,OP_USDT_SWAP_031899,OP_USDT_SWAP,31899,2026-04-30 22:15:00+00:00,0.6064,1,0.006549,0.9969,,,images/train/OP_USDT_SWAP_031899.png,1,pass,-0.006042,-0.007245,-0.007592,-0.00416,-0.011561,0.0556,-0.00068,0,1
752,APT_USDT_SWAP_005119,APT_USDT_SWAP,5119,2025-07-25 22:30:00+00:00,0.4246,1,0.00655,0.9969,,,images/train/APT_USDT_SWAP_005119.png,0,ret12_pos,0.008271,0.012583,0.009472,0.006369,0.015424,0.8983,0.00368,0,0
753,OP_USDT_SWAP_008639,OP_USDT_SWAP,8639,2025-08-31 15:15:00+00:00,0.8494,1,0.00655,0.9974,,,images/train/OP_USDT_SWAP_008639.png,1,pass,0.000372,-0.002129,-0.001655,0.005281,0.0,0.6493,-0.00136,0,0
754,JTO_USDT_SWAP_007259,JTO_USDT_SWAP,7259,2025-08-17 06:15:00+00:00,0.5902,1,0.006554,0.997,,,images/train/JTO_USDT_SWAP_007259.png,0,bull_stack,0.003121,0.008167,0.009237,-0.001673,0.007316,0.8286,0.003926,1,0
755,FIL_USDT_SWAP_022959,FIL_USDT_SWAP,22959,2026-01-27 19:00:00+00:00,0.5872,1,0.006557,0.9986,,,images/train/FIL_USDT_SWAP_022959.png,0,above_ema60,0.005119,0.003611,0.001613,0.010359,-0.00236,0.5,0.000204,0,1
756,PROVE_USDT_SWAP_004239,PROVE_USDT_SWAP,4239,2025-11-30 15:15:00+00:00,0.6819,1,0.006559,0.9973,,,images/train/PROVE_USDT_SWAP_004239.png,1,pass,-0.002298,-0.002365,-0.006605,-0.005702,-0.000849,0.2604,0.000758,0,1
757,STX_USDT_SWAP_007819,STX_USDT_SWAP,7819,2025-08-24 04:15:00+00:00,0.5567,1,0.00657,0.997,,,images/train/STX_USDT_SWAP_007819.png,1,pass,-0.002315,-0.00367,-0.001177,0.004499,-0.001587,0.304,-0.001302,0,0
758,IWM_USDT_SWAP_000259,IWM_USDT_SWAP,259,2026-04-13 04:45:00+00:00,0.6075,1,0.00657,0.9977,,,images/train/IWM_USDT_SWAP_000259.png,1,pass,7.2e-05,-0.000855,-0.004365,0.001091,-0.000506,0.7318,-0.000301,0,1
759,CRO_USDT_SWAP_009539,CRO_USDT_SWAP,9539,2025-09-10 23:45:00+00:00,0.4422,1,0.006574,0.9972,,,images/train/CRO_USDT_SWAP_009539.png,0,bull_stack,0.007517,0.013785,0.017042,0.004905,0.005798,0.8888,0.005264,1,0
760,DOT_USDT_SWAP_013259,DOT_USDT_SWAP,13259,2025-10-18 17:45:00+00:00,0.3566,1,0.006575,0.9997,,,images/train/DOT_USDT_SWAP_013259.png,0,ret12_pos,0.005065,0.004146,0.000676,0.009639,0.003078,0.6667,-0.001017,0,1
761,ETH_USDT_SWAP_021919,ETH_USDT_SWAP,21919,2026-01-15 20:30:00+00:00,0.8436,1,0.00658,0.9976,,,images/train/ETH_USDT_SWAP_021919.png,1,pass,-0.006624,-0.012157,-0.011574,-0.001588,-0.014195,0.1124,-0.004633,0,0
762,KITE_USDT_SWAP_001099,KITE_USDT_SWAP,1099,2026-04-20 13:45:00+00:00,0.5477,1,0.006582,0.9992,,,images/train/KITE_USDT_SWAP_001099.png,0,ret12_pos,6.7e-05,-0.000285,-0.004065,-0.002882,0.003626,0.3333,-0.000686,0,1
763,NOT_USDT_SWAP_010079,NOT_USDT_SWAP,10079,2025-09-16 16:30:00+00:00,0.3932,1,0.00659,0.9977,,,images/train/NOT_USDT_SWAP_010079.png,0,above_ema60,-0.000326,0.002216,5.1e-05,-0.003723,-0.001067,0.5238,0.001257,0,0
764,UMA_USDT_SWAP_004199,UMA_USDT_SWAP,4199,2025-07-17 11:30:00+00:00,0.3885,2,0.0066,0.9971,,,images/train/UMA_USDT_SWAP_004199.png,0,bull_stack,0.001362,0.003523,0.007803,0.0,0.007305,0.6,0.002018,1,0
765,LAYER_USDT_SWAP_001519,LAYER_USDT_SWAP,1519,2025-06-19 11:45:00+00:00,0.4682,2,0.006613,0.997,,,images/train/LAYER_USDT_SWAP_001519.png,0,ret12_pos,0.005192,0.009136,0.005494,-0.001108,0.00799,0.8629,0.003795,0,0
766,EGLD_USDT_SWAP_007839,EGLD_USDT_SWAP,7839,2025-08-24 07:00:00+00:00,0.8059,2,0.006615,0.9966,,,images/train/EGLD_USDT_SWAP_007839.png,1,pass,-0.012233,-0.016981,-0.014293,-0.00953,-0.020113,0.1786,-0.003519,0,0
767,ONT_USDT_SWAP_024439,ONT_USDT_SWAP,24439,2026-02-13 06:30:00+00:00,0.5466,2,0.006616,0.997,,,images/train/ONT_USDT_SWAP_024439.png,1,pass,-0.003749,-0.004749,-0.003803,-0.003822,-0.009168,0.1389,-0.001435,0,0
768,COAI_USDT_SWAP_005379,COAI_USDT_SWAP,5379,2025-12-10 15:15:00+00:00,0.4033,1,0.006621,0.9972,,,images/train/COAI_USDT_SWAP_005379.png,1,pass,-0.004617,-0.006737,-0.003531,-0.001731,-0.001731,0.2236,-0.001593,0,0
769,PROVE_USDT_SWAP_009399,PROVE_USDT_SWAP,9399,2026-01-23 09:15:00+00:00,0.6386,1,0.006625,0.9968,,,images/train/PROVE_USDT_SWAP_009399.png,0,ret12_pos,0.000948,0.002425,-0.000124,-0.004241,0.002277,0.5932,0.001339,0,0
770,FIL_USDT_SWAP_031279,FIL_USDT_SWAP,31279,2026-04-24 11:00:00+00:00,0.6729,1,0.006626,0.9968,,,images/train/FIL_USDT_SWAP_031279.png,0,bull_stack,0.007283,0.010384,0.011247,0.009243,0.006971,0.8698,0.001985,1,0
771,CRV_USDT_SWAP_027939,CRV_USDT_SWAP,27939,2026-03-20 15:45:00+00:00,0.7634,1,0.006626,0.9975,,,images/train/CRV_USDT_SWAP_027939.png,1,pass,-0.002238,-0.006466,-0.010012,0.002563,-0.003397,0.3585,-0.003085,0,1
772,QTUM_USDT_SWAP_001059,QTUM_USDT_SWAP,1059,2025-06-14 17:45:00+00:00,0.7587,1,0.00663,0.9973,,,images/train/QTUM_USDT_SWAP_001059.png,1,pass,-0.003693,-0.007953,-0.012051,0.005519,-0.009392,0.2857,-0.003576,0,1
773,LAYER_USDT_SWAP_019519,LAYER_USDT_SWAP,19519,2025-12-23 23:45:00+00:00,0.6091,1,0.00663,0.9978,,,images/train/LAYER_USDT_SWAP_019519.png,0,ret12_pos,0.004523,0.007204,0.004457,0.004944,0.004324,0.871,0.001596,0,0
774,LRC_USDT_SWAP_015939,LRC_USDT_SWAP,15939,2025-11-16 17:00:00+00:00,0.8317,1,0.006637,0.9962,,,images/train/LRC_USDT_SWAP_015939.png,1,pass,-0.021283,-0.028327,-0.030613,-0.014243,-0.030145,0.1234,-0.004585,0,1
775,MEW_USDT_SWAP_019199,MEW_USDT_SWAP,19199,2025-12-20 16:15:00+00:00,0.4038,2,0.006641,0.9969,,,images/train/MEW_USDT_SWAP_019199.png,0,bull_stack,0.00362,0.005684,0.010382,0.005794,0.009302,1.0,0.00105,1,0
776,KGEN_USDT_SWAP_006399,KGEN_USDT_SWAP,6399,2025-12-23 20:15:00+00:00,0.671,1,0.006641,0.9974,,,images/train/KGEN_USDT_SWAP_006399.png,0,ret12_pos,-0.001742,-0.006516,-0.005357,-0.004902,0.010788,0.4401,-0.004726,0,0
777,PIEVERSE_USDT_SWAP_008939,PIEVERSE_USDT_SWAP,8939,2026-02-17 06:15:00+00:00,0.7746,1,0.006649,0.9973,,,images/train/PIEVERSE_USDT_SWAP_008939.png,1,pass,-0.003708,-0.007315,-0.009413,0.002688,-0.003643,0.2376,-0.00272,0,1
778,PENGU_USDT_SWAP_000619,PENGU_USDT_SWAP,619,2025-06-09 02:15:00+00:00,0.6932,1,0.00665,0.997,,,images/train/PENGU_USDT_SWAP_000619.png,1,pass,-0.005533,-0.010627,-0.010072,-0.002922,-0.001816,0.1633,-0.00499,0,0
779,TAO_USDT_SWAP_002639,TAO_USDT_SWAP,2639,2025-07-01 05:15:00+00:00,0.6013,2,0.006652,0.997,,,images/train/TAO_USDT_SWAP_002639.png,1,pass,-0.002944,-0.006314,-0.007829,0.0003,-0.002397,0.2069,-0.002405,0,1
780,QTUM_USDT_SWAP_005019,QTUM_USDT_SWAP,5019,2025-07-25 23:45:00+00:00,0.6148,2,0.006662,0.9967,,,images/train/QTUM_USDT_SWAP_005019.png,0,ret12_pos,0.007719,0.014767,0.012978,0.000867,0.00962,0.9692,0.006277,0,0
781,ZIL_USDT_SWAP_001079,ZIL_USDT_SWAP,1079,2025-06-14 23:45:00+00:00,0.4904,1,0.006667,0.9976,,,images/train/ZIL_USDT_SWAP_001079.png,0,ret12_pos,0.00805,0.010699,0.008613,0.004541,0.018416,0.9394,0.002991,0,0
782,LTC_USDT_SWAP_005059,LTC_USDT_SWAP,5059,2025-07-26 09:15:00+00:00,0.3043,1,0.006667,0.9967,,,images/train/LTC_USDT_SWAP_005059.png,0,bull_stack,0.003182,0.006157,0.007918,0.000791,0.006454,0.7844,0.001695,1,0
783,JUP_USDT_SWAP_009779,JUP_USDT_SWAP,9779,2025-09-13 12:45:00+00:00,0.6852,1,0.006669,0.9973,,,images/train/JUP_USDT_SWAP_009779.png,0,bull_stack,0.004946,0.005215,0.007607,0.003589,0.001612,0.8926,0.000855,1,0
784,ANIME_USDT_SWAP_015759,ANIME_USDT_SWAP,15759,2025-11-15 18:30:00+00:00,0.4143,1,0.006672,0.9964,,,images/train/ANIME_USDT_SWAP_015759.png,0,ret12_pos,0.007693,0.011131,0.008861,0.005709,0.013084,0.8627,0.001891,0,0
785,TRUST_USDT_SWAP_003359,TRUST_USDT_SWAP,3359,2025-12-10 11:15:00+00:00,0.679,2,0.006676,0.9965,,,images/train/TRUST_USDT_SWAP_003359.png,1,pass,-0.017558,-0.025184,-0.028531,-0.019026,-0.025699,0.25,-0.004681,0,1
786,YFI_USDT_SWAP_024479,YFI_USDT_SWAP,24479,2026-02-13 17:45:00+00:00,0.6326,1,0.006676,0.9989,,,images/train/YFI_USDT_SWAP_024479.png,0,bull_stack,0.007742,0.015657,0.01753,-0.001954,0.019634,0.8505,0.006449,1,0
787,GPS_USDT_SWAP_029679,GPS_USDT_SWAP,29679,2026-04-08 19:30:00+00:00,0.7266,1,0.006677,0.9981,,,images/train/GPS_USDT_SWAP_029679.png,1,pass,-0.00302,-0.00583,-0.002094,-0.001393,-0.003413,0.3151,-0.002883,0,0
788,SYRUP_USDT_SWAP_000339,SYRUP_USDT_SWAP,339,2025-07-06 19:15:00+00:00,0.3323,1,0.006679,0.9972,,,images/train/SYRUP_USDT_SWAP_000339.png,0,bull_stack,0.012632,0.01765,0.020124,0.014593,0.016819,0.9114,0.00385,1,0
789,LRC_USDT_SWAP_016839,LRC_USDT_SWAP,16839,2025-11-26 02:00:00+00:00,0.3468,1,0.006679,0.9987,,,images/train/LRC_USDT_SWAP_016839.png,1,pass,-0.001258,-0.001653,-0.002138,0.001655,-0.009996,0.4911,0.000211,0,1
790,OL_USDT_SWAP_003939,OL_USDT_SWAP,3939,2025-12-09 11:00:00+00:00,0.8408,1,0.006679,0.996,,,images/train/OL_USDT_SWAP_003939.png,1,pass,-0.006977,-0.010814,-0.013933,-0.007771,-0.013043,0.3175,-0.00245,0,1
791,BOME_USDT_SWAP_000439,BOME_USDT_SWAP,439,2025-06-08 04:15:00+00:00,0.7237,1,0.006679,0.9983,,,images/train/BOME_USDT_SWAP_000439.png,1,pass,-0.003424,-0.00375,-0.000567,-0.001115,-0.003893,0.1667,1.9e-05,0,0
792,GMT_USDT_SWAP_007219,GMT_USDT_SWAP,7219,2025-08-17 20:30:00+00:00,0.7402,1,0.006679,0.9967,,,images/train/GMT_USDT_SWAP_007219.png,1,pass,-0.003666,-0.005364,-0.002914,0.003186,-0.007207,0.2564,-0.002005,0,0
793,COAI_USDT_SWAP_014959,COAI_USDT_SWAP,14959,2026-03-20 10:15:00+00:00,0.5405,1,0.006687,0.9974,,,images/train/COAI_USDT_SWAP_014959.png,1,pass,-0.003499,-0.002737,-0.004188,0.001322,-0.001976,0.5846,0.000213,0,0
794,JELLYJELLY_USDT_SWAP_030379,JELLYJELLY_USDT_SWAP,30379,2026-04-16 02:45:00+00:00,0.6466,2,0.006689,0.9972,,,images/train/JELLYJELLY_USDT_SWAP_030379.png,0,bull_stack,0.005547,0.008388,0.0098,0.010078,0.006696,0.8158,0.001316,1,0
795,EDGE_USDT_SWAP_000979,EDGE_USDT_SWAP,979,2026-04-11 18:15:00+00:00,0.702,1,0.006691,0.9974,,,images/train/EDGE_USDT_SWAP_000979.png,1,pass,-0.001949,-0.005302,-0.004454,-0.004217,-0.001912,0.4359,-0.002842,0,0
796,ICP_USDT_SWAP_026459,ICP_USDT_SWAP,26459,2026-03-05 06:00:00+00:00,0.4531,1,0.006692,0.9972,,,images/train/ICP_USDT_SWAP_026459.png,0,bull_stack,-0.002074,-0.001973,0.002918,-0.00513,-0.001584,0.4565,0.000238,1,0
797,0G_USDT_SWAP_006479,0G_USDT_SWAP,6479,2025-11-28 22:15:00+00:00,0.3797,1,0.006695,0.9979,,,images/train/0G_USDT_SWAP_006479.png,0,bull_stack,0.006241,0.010324,0.011517,0.006155,0.006899,0.6689,0.003593,1,0
798,MAGIC_USDT_SWAP_028879,MAGIC_USDT_SWAP,28879,2026-03-31 12:00:00+00:00,0.8354,1,0.006696,0.9964,,,images/train/MAGIC_USDT_SWAP_028879.png,1,pass,-0.003286,-0.006893,-0.008443,0.00071,-0.004941,0.2521,-0.002995,0,1
799,SEI_USDT_SWAP_010379,SEI_USDT_SWAP,10379,2026-03-02 10:15:00+00:00,0.5924,1,0.006697,0.9978,,,images/train/SEI_USDT_SWAP_010379.png,1,pass,-0.004259,-0.004769,-0.002235,-0.005242,-0.001899,0.2358,-0.001393,0,0
800,MANA_USDT_SWAP_031659,MANA_USDT_SWAP,31659,2026-04-30 12:00:00+00:00,0.4682,1,0.006698,0.9983,,,images/train/MANA_USDT_SWAP_031659.png,0,ret12_pos,0.001565,0.001451,-0.002487,0.000444,0.003674,0.7087,0.000432,0,1
801,THETA_USDT_SWAP_017839,THETA_USDT_SWAP,17839,2025-12-06 13:15:00+00:00,0.6894,1,0.006699,0.9971,,,images/train/THETA_USDT_SWAP_017839.png,0,ret12_pos,0.002197,0.003092,-0.001247,-0.0006,0.007557,0.75,0.000698,0,0
802,TAO_USDT_SWAP_031799,TAO_USDT_SWAP,31799,2026-04-30 23:15:00+00:00,0.7611,2,0.006701,0.9967,,,images/train/TAO_USDT_SWAP_031799.png,1,pass,-0.00278,-0.005704,-0.010245,-0.002412,-0.005609,0.1935,-0.001726,0,1
803,ME_USDT_SWAP_007839,ME_USDT_SWAP,7839,2025-08-24 08:00:00+00:00,0.727,1,0.006705,0.9967,,,images/train/ME_USDT_SWAP_007839.png,1,pass,-0.004619,-0.010214,-0.008764,0.0,-0.009912,0.303,-0.004051,0,0
804,MON_USDT_SWAP_012759,MON_USDT_SWAP,12759,2026-02-20 05:45:00+00:00,0.5746,1,0.006705,0.9972,,,images/train/MON_USDT_SWAP_012759.png,0,ret12_pos,0.011943,0.014352,0.011238,0.018701,0.012225,0.8806,0.000718,0,0
805,MOVE_USDT_SWAP_003819,MOVE_USDT_SWAP,3819,2025-07-13 11:15:00+00:00,0.5035,1,0.006709,0.9961,,,images/train/MOVE_USDT_SWAP_003819.png,0,above_ema60,-0.000588,0.000982,0.000791,0.00199,-0.004679,0.4053,0.00044,0,0
806,THETA_USDT_SWAP_022439,THETA_USDT_SWAP,22439,2026-01-23 11:15:00+00:00,0.8303,1,0.00671,0.998,,,images/train/THETA_USDT_SWAP_022439.png,1,pass,-0.008082,-0.013323,-0.014923,0.000334,-0.014469,0.0984,-0.005311,0,1
807,NEO_USDT_SWAP_020979,NEO_USDT_SWAP,20979,2026-01-08 05:15:00+00:00,0.4486,1,0.006712,0.9995,,,images/train/NEO_USDT_SWAP_020979.png,0,ret12_pos,0.007127,0.006694,0.004836,0.008298,0.005013,0.7692,-0.000433,0,1
808,CFX_USDT_SWAP_019559,CFX_USDT_SWAP,19559,2025-12-23 08:45:00+00:00,0.7018,1,0.006713,0.9973,,,images/train/CFX_USDT_SWAP_019559.png,1,pass,-0.004664,-0.008588,-0.009362,-0.001693,-0.007434,0.1616,-0.00284,0,1
809,UMA_USDT_SWAP_018799,UMA_USDT_SWAP,18799,2025-12-16 13:30:00+00:00,0.3293,1,0.006714,0.9996,,,images/train/UMA_USDT_SWAP_018799.png,1,pass,-0.004044,-0.003347,-0.007917,-0.000548,-0.01526,0.3953,0.00078,0,0
810,GALA_USDT_SWAP_008659,GALA_USDT_SWAP,8659,2025-08-31 20:00:00+00:00,0.6541,1,0.006716,0.999,,,images/train/GALA_USDT_SWAP_008659.png,0,ret12_pos,0.000526,-0.000635,0.00068,0.0,0.00306,0.52,-0.000625,0,0
811,SAND_USDT_SWAP_009259,SAND_USDT_SWAP,9259,2025-09-07 02:30:00+00:00,0.5106,1,0.006716,0.9985,,,images/train/SAND_USDT_SWAP_009259.png,0,bull_stack,0.014333,0.018836,0.019712,0.011997,0.020641,0.95,0.003345,1,0
812,RVN_USDT_SWAP_025119,RVN_USDT_SWAP,25119,2026-02-20 09:00:00+00:00,0.4275,1,0.006718,0.9984,,,images/train/RVN_USDT_SWAP_025119.png,0,ret12_pos,0.002785,0.001143,-0.002331,0.004642,0.001653,0.9,-0.000789,0,1
813,SKY_USDT_SWAP_013559,SKY_USDT_SWAP,13559,2026-01-30 17:15:00+00:00,0.5777,1,0.006718,0.9968,,,images/train/SKY_USDT_SWAP_013559.png,0,above_ema60,0.003202,0.005173,0.002244,0.001391,0.0,0.7305,0.002193,0,0
814,YGG_USDT_SWAP_023479,YGG_USDT_SWAP,23479,2026-02-03 07:45:00+00:00,0.6494,1,0.006728,0.9969,,,images/train/YGG_USDT_SWAP_023479.png,0,ret12_pos,0.009115,0.01039,0.009113,0.007131,0.009311,0.8883,0.001394,0,0
815,FIL_USDT_SWAP_004739,FIL_USDT_SWAP,4739,2025-07-22 00:00:00+00:00,0.5923,1,0.006729,0.9973,,,images/train/FIL_USDT_SWAP_004739.png,0,ret12_pos,0.00073,6.6e-05,0.003427,0.002409,0.011458,0.5138,0.000268,0,0
816,ORDER_USDT_SWAP_014459,ORDER_USDT_SWAP,14459,2026-02-28 06:00:00+00:00,0.7502,1,0.006735,0.9979,,,images/train/ORDER_USDT_SWAP_014459.png,1,pass,-0.014977,-0.017847,-0.022507,-0.013989,-0.016884,0.0124,-0.001452,0,1
817,FOGO_USDT_SWAP_003199,FOGO_USDT_SWAP,3199,2026-02-12 23:30:00+00:00,0.6827,1,0.006739,0.9964,,,images/train/FOGO_USDT_SWAP_003199.png,0,ret12_pos,0.008511,0.010743,0.00917,0.003828,0.020428,0.7465,0.001865,0,0
818,ORDER_USDT_SWAP_009399,ORDER_USDT_SWAP,9399,2026-01-06 13:00:00+00:00,0.6309,1,0.006739,0.9972,,,images/train/ORDER_USDT_SWAP_009399.png,0,bull_stack,0.01239,0.015079,0.018072,0.0073,0.018838,1.0,0.002098,1,0
819,XRP_USDT_SWAP_002219,XRP_USDT_SWAP,2219,2025-06-25 18:45:00+00:00,0.421,2,0.006745,0.9986,,,images/train/XRP_USDT_SWAP_002219.png,0,ret12_pos,0.000142,6.1e-05,0.004177,-0.000411,0.00321,0.2909,-0.000744,0,0
820,LRC_USDT_SWAP_017639,LRC_USDT_SWAP,17639,2025-12-04 10:00:00+00:00,0.4033,1,0.006754,0.9969,,,images/train/LRC_USDT_SWAP_017639.png,0,ret12_pos,0.00022,-0.002598,-0.000514,0.001356,0.003105,0.4909,-0.001945,0,0
821,GAS_USDT_SWAP_006579,GAS_USDT_SWAP,6579,2025-08-11 04:15:00+00:00,0.6253,1,0.006756,0.9968,,,images/train/GAS_USDT_SWAP_006579.png,0,ret12_pos,0.006272,0.009849,0.009309,0.002933,0.014837,0.8889,0.003412,0,0
822,HMSTR_USDT_SWAP_013739,HMSTR_USDT_SWAP,13739,2025-10-24 18:30:00+00:00,0.6644,1,0.006758,0.9978,,,images/train/HMSTR_USDT_SWAP_013739.png,0,ret12_pos,0.000996,-0.001402,0.000958,0.001927,0.002651,0.4486,-0.00238,0,0
823,SKY_USDT_SWAP_001459,SKY_USDT_SWAP,1459,2025-09-26 16:15:00+00:00,0.5207,1,0.006758,0.9974,,,images/train/SKY_USDT_SWAP_001459.png,0,ret12_pos,0.012987,0.018936,0.016302,0.005753,0.027056,0.9215,0.005061,0,0
824,GMX_USDT_SWAP_016079,GMX_USDT_SWAP,16079,2025-11-18 03:30:00+00:00,0.337,1,0.006759,0.9999,,,images/train/GMX_USDT_SWAP_016079.png,0,ret12_pos,0.009471,0.010283,0.006529,0.004485,0.019162,0.8797,0.001629,0,0
825,ONT_USDT_SWAP_008779,ONT_USDT_SWAP,8779,2025-09-03 03:30:00+00:00,0.5011,1,0.006761,0.9965,,,images/train/ONT_USDT_SWAP_008779.png,0,ret12_pos,0.003184,0.006391,0.003021,-0.002839,0.005007,0.6818,0.002232,0,0
826,AIXBT_USDT_SWAP_030839,AIXBT_USDT_SWAP,30839,2026-04-20 19:15:00+00:00,0.3983,1,0.006763,0.9978,,,images/train/AIXBT_USDT_SWAP_030839.png,0,ret12_pos,0.001584,0.004459,0.000923,-0.006413,0.005344,0.6235,0.001335,0,0
827,AUCTION_USDT_SWAP_001119,AUCTION_USDT_SWAP,1119,2025-06-15 05:45:00+00:00,0.3311,1,0.006765,0.9959,,,images/train/AUCTION_USDT_SWAP_001119.png,0,ret12_pos,0.004621,0.008517,0.007704,0.003009,0.00677,0.6429,0.002558,0,0
828,CRV_USDT_SWAP_018179,CRV_USDT_SWAP,18179,2025-12-08 23:45:00+00:00,0.7753,1,0.006766,0.9969,,,images/train/CRV_USDT_SWAP_018179.png,1,pass,-0.002944,-0.004651,-0.001565,-0.003809,-0.005325,0.2037,-0.001235,0,0
829,UP_USDT_SWAP_001399,UP_USDT_SWAP,1399,2026-04-23 00:45:00+00:00,0.4421,1,0.006766,0.998,,,images/train/UP_USDT_SWAP_001399.png,0,bull_stack,-0.002739,-0.00094,0.003438,-0.008951,-0.005985,0.3095,0.001585,1,0
830,OL_USDT_SWAP_005619,OL_USDT_SWAP,5619,2025-12-26 23:00:00+00:00,0.504,1,0.006767,0.9978,,,images/train/OL_USDT_SWAP_005619.png,0,bull_stack,0.001903,0.004113,0.007824,-0.001192,-0.000596,0.6923,0.002772,1,0
831,MEW_USDT_SWAP_024919,MEW_USDT_SWAP,24919,2026-02-18 06:15:00+00:00,0.64,1,0.006769,0.9973,,,images/train/MEW_USDT_SWAP_024919.png,1,pass,-0.000107,-0.000846,-0.004479,0.000939,-0.003118,0.6931,0.00013,0,1
832,WET_USDT_SWAP_013239,WET_USDT_SWAP,13239,2026-04-26 13:45:00+00:00,0.8774,1,0.006783,0.9971,,,images/train/WET_USDT_SWAP_013239.png,1,pass,-0.007449,-0.012919,-0.015798,-0.000416,-0.014981,0.0803,-0.004228,0,1
833,BICO_USDT_SWAP_018059,BICO_USDT_SWAP,18059,2025-12-08 17:00:00+00:00,0.8366,1,0.006786,0.9981,,,images/train/BICO_USDT_SWAP_018059.png,1,pass,-0.008823,-0.013603,-0.014353,0.000589,-0.018675,0.1515,-0.004487,0,1
834,NEIRO_USDT_SWAP_001179,NEIRO_USDT_SWAP,1179,2025-06-15 23:15:00+00:00,0.3471,1,0.006787,0.9973,,,images/train/NEIRO_USDT_SWAP_001179.png,0,ret12_pos,-0.001184,-0.002644,-0.005506,-0.009765,0.009959,0.5385,-0.002181,0,1
835,RVN_USDT_SWAP_017919,RVN_USDT_SWAP,17919,2025-12-07 09:00:00+00:00,0.6372,2,0.006791,0.9975,,,images/train/RVN_USDT_SWAP_017919.png,1,pass,-0.000583,-0.003136,-0.000956,0.007326,-0.003306,0.4603,-0.002062,0,0
836,YGG_USDT_SWAP_013739,YGG_USDT_SWAP,13739,2025-10-24 20:45:00+00:00,0.6224,1,0.006793,0.9977,,,images/train/YGG_USDT_SWAP_013739.png,0,bull_stack,0.012056,0.016108,0.019495,0.010737,0.024673,0.9592,0.003395,1,0
837,PEPE_USDT_SWAP_025199,PEPE_USDT_SWAP,25199,2026-02-20 03:30:00+00:00,0.4186,1,0.006797,0.998,,,images/train/PEPE_USDT_SWAP_025199.png,0,above_ema60,0.00029,0.00455,0.002433,-0.008407,-0.00235,0.5568,0.003194,0,0
838,EGLD_USDT_SWAP_026659,EGLD_USDT_SWAP,26659,2026-03-08 08:00:00+00:00,0.3011,1,0.006799,0.9978,,,images/train/EGLD_USDT_SWAP_026659.png,0,above_ema60,-0.002031,0.000729,-0.000973,-0.007761,-0.001464,0.3883,0.002902,0,0
839,ZK_USDT_SWAP_017079,ZK_USDT_SWAP,17079,2025-11-27 13:45:00+00:00,0.7041,2,0.006806,0.9968,,,images/train/ZK_USDT_SWAP_017079.png,1,pass,-0.005081,-0.009869,-0.012494,0.003566,-0.01154,0.2316,-0.002974,0,1
840,SOL_USDT_SWAP_015739,SOL_USDT_SWAP,15739,2025-11-13 14:30:00+00:00,0.7885,1,0.006808,0.9962,,,images/train/SOL_USDT_SWAP_015739.png,1,pass,-0.013558,-0.01455,-0.018057,-0.008761,-0.023088,0.1271,-0.000553,0,1
