stream_key,symbol,timeframe,asset,tick,bars,bars_in_window,first_bar,last_bar,gaps,ready_in_window,v9_long_in_window,v9_any_in_window,breaks_in_window,lines_born_in_window,joint_in_window,pivot_ties,store_codes,pair_refusals,serial,partial_buckets
binance_um:USTCUSDT:15m,USTCUSDT,15m,USTC,1e-06,58908,57408,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,57408,68,138,229,210,9,442,"{'0': 218, '1': 300, '2': 3491, '3': 351, '4': 0, '5': 1}",{'momentum': 2},"{'joint': {'candidates': 9, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 68, 'skipped_in_position': 9, 'invalid_initial': 0}}",0
binance_um:USTCUSDT:30m,USTCUSDT,30m,USTC,1e-06,30204,28704,2024-08-09 18:00:00+00:00,2026-04-30 23:30:00+00:00,0,28704,33,66,120,116,6,137,"{'0': 86, '1': 164, '2': 1901, '3': 250, '4': 0, '5': 5}",{},"{'joint': {'candidates': 6, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 33, 'skipped_in_position': 4, 'invalid_initial': 0}}",0
binance_um:USTCUSDT:1h,USTCUSDT,1h,USTC,1e-06,15852,14352,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,14352,24,35,44,42,4,18,"{'0': 23, '1': 73, '2': 1126, '3': 144, '4': 0, '5': 0}",{},"{'joint': {'candidates': 4, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 24, 'skipped_in_position': 7, 'invalid_initial': 0}}",0
binance_um:USTCUSDT:4h,USTCUSDT,4h,USTC,1e-06,5088,3588,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,3588,4,7,29,23,0,1,"{'0': 16, '1': 40, '2': 306, '3': 64, '4': 0, '5': 2}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 4, 'skipped_in_position': 1, 'invalid_initial': 0}}",0
binance_um:USTCUSDT:1d,USTCUSDT,1d,USTC,1e-06,886,598,2023-11-27 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,545,0,0,0,0,0,0,"{'0': 0, '1': 0, '2': 47, '3': 20, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:VELVETUSDT:5m,VELVETUSDT,5m,VELVET,0.0001,83409,83408,2025-07-15 09:15:00+00:00,2026-04-30 23:55:00+00:00,0,83068,97,218,369,358,26,502,"{'0': 429, '1': 486, '2': 5296, '3': 498, '4': 0, '5': 7}","{'gate': 2, 'momentum': 1}","{'joint': {'candidates': 26, 'skipped_in_position': 2, 'invalid_initial': 0}, 'v9_long': {'candidates': 97, 'skipped_in_position': 14, 'invalid_initial': 0}}",0
binance_um:VELVETUSDT:15m,VELVETUSDT,15m,VELVET,0.0001,27803,27802,2025-07-15 09:15:00+00:00,2026-04-30 23:45:00+00:00,0,27462,45,74,118,119,12,91,"{'0': 120, '1': 176, '2': 1950, '3': 220, '4': 0, '5': 2}",{},"{'joint': {'candidates': 12, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 45, 'skipped_in_position': 8, 'invalid_initial': 0}}",0
binance_um:VELVETUSDT:30m,VELVETUSDT,30m,VELVET,0.0001,13902,13901,2025-07-15 09:00:00+00:00,2026-04-30 23:30:00+00:00,0,13561,12,27,64,63,1,31,"{'0': 74, '1': 83, '2': 765, '3': 182, '4': 0, '5': 0}",{},"{'joint': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 12, 'skipped_in_position': 1, 'invalid_initial': 0}}",1
binance_um:VELVETUSDT:1h,VELVETUSDT,1h,VELVET,0.0001,6951,6950,2025-07-15 09:00:00+00:00,2026-04-30 23:00:00+00:00,0,6610,10,16,19,17,4,12,"{'0': 14, '1': 23, '2': 340, '3': 58, '4': 0, '5': 2}",{},"{'joint': {'candidates': 4, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 10, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:VELVETUSDT:4h,VELVETUSDT,4h,VELVET,0.0001,1738,1737,2025-07-15 08:00:00+00:00,2026-04-30 20:00:00+00:00,0,1397,2,2,4,4,1,10,"{'0': 3, '1': 7, '2': 93, '3': 14, '4': 0, '5': 0}",{},"{'joint': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 2, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:VELVETUSDT:1d,VELVETUSDT,1d,VELVET,0.0001,290,289,2025-07-15 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,0,0,0,0,0,0,0,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:VANAUSDT:5m,VANAUSDT,5m,VANA,0.0001,144126,144125,2024-12-16 13:30:00+00:00,2026-04-30 23:55:00+00:00,0,143785,173,365,444,416,28,3300,"{'0': 393, '1': 586, '2': 6542, '3': 448, '4': 0, '5': 30}","{'momentum': 2, 'gate': 2}","{'joint': {'candidates': 28, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 173, 'skipped_in_position': 33, 'invalid_initial': 0}}",0
binance_um:VANAUSDT:15m,VANAUSDT,15m,VANA,0.0001,48042,48041,2024-12-16 13:30:00+00:00,2026-04-30 23:45:00+00:00,0,47701,56,123,161,146,9,616,"{'0': 132, '1': 206, '2': 2694, '3': 303, '4': 0, '5': 2}",{'momentum': 1},"{'joint': {'candidates': 9, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 56, 'skipped_in_position': 3, 'invalid_initial': 0}}",0
binance_um:VANAUSDT:30m,VANAUSDT,30m,VANA,0.0001,24021,24020,2024-12-16 13:30:00+00:00,2026-04-30 23:30:00+00:00,0,23680,26,57,89,92,7,227,"{'0': 75, '1': 120, '2': 1428, '3': 154, '4': 0, '5': 4}",{'parent_not_recovered': 1},"{'joint': {'candidates': 7, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 26, 'skipped_in_position': 2, 'invalid_initial': 0}}",0
binance_um:VANAUSDT:1h,VANAUSDT,1h,VANA,0.0001,12011,12010,2024-12-16 13:00:00+00:00,2026-04-30 23:00:00+00:00,0,11670,13,31,51,50,3,68,"{'0': 27, '1': 63, '2': 832, '3': 97, '4': 0, '5': 0}",{},"{'joint': {'candidates': 3, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 13, 'skipped_in_position': 1, 'invalid_initial': 0}}",1
binance_um:VANAUSDT:4h,VANAUSDT,4h,VANA,0.0001,3003,3002,2024-12-16 12:00:00+00:00,2026-04-30 20:00:00+00:00,0,2662,3,8,16,22,1,6,"{'0': 20, '1': 28, '2': 236, '3': 41, '4': 0, '5': 1}",{},"{'joint': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 3, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:VANAUSDT:1d,VANAUSDT,1d,VANA,0.0001,501,500,2024-12-16 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,160,0,0,0,0,0,0,"{'0': 0, '1': 0, '2': 7, '3': 1, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:UXLINKUSDT:5m,UXLINKUSDT,5m,UXLINK,0.0001,170604,170603,2024-09-15 15:00:00+00:00,2026-04-30 23:55:00+00:00,0,170263,151,311,360,356,23,126418,"{'0': 398, '1': 496, '2': 6574, '3': 515, '4': 0, '5': 15}","{'momentum': 2, 'gate': 2}","{'joint': {'candidates': 23, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 151, 'skipped_in_position': 17, 'invalid_initial': 0}}",0
binance_um:UXLINKUSDT:15m,UXLINKUSDT,15m,UXLINK,0.0001,56868,56867,2024-09-15 15:00:00+00:00,2026-04-30 23:45:00+00:00,0,56527,30,75,140,143,4,41856,"{'0': 133, '1': 202, '2': 2078, '3': 219, '4': 0, '5': 22}",{'gate': 2},"{'joint': {'candidates': 4, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 30, 'skipped_in_position': 5, 'invalid_initial': 0}}",0
binance_um:UXLINKUSDT:30m,UXLINKUSDT,30m,UXLINK,0.0001,28434,28433,2024-09-15 15:00:00+00:00,2026-04-30 23:30:00+00:00,0,28093,15,39,63,64,7,20878,"{'0': 70, '1': 89, '2': 1180, '3': 163, '4': 0, '5': 6}",{},"{'joint': {'candidates': 7, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 15, 'skipped_in_position': 2, 'invalid_initial': 0}}",0
binance_um:UXLINKUSDT:1h,UXLINKUSDT,1h,UXLINK,0.0001,14217,14216,2024-09-15 15:00:00+00:00,2026-04-30 23:00:00+00:00,0,13876,7,20,42,36,0,10383,"{'0': 19, '1': 48, '2': 632, '3': 67, '4': 0, '5': 1}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 7, 'skipped_in_position': 2, 'invalid_initial': 0}}",0
binance_um:UXLINKUSDT:4h,UXLINKUSDT,4h,UXLINK,0.0001,3555,3554,2024-09-15 12:00:00+00:00,2026-04-30 20:00:00+00:00,0,3214,3,7,17,19,1,2558,"{'0': 11, '1': 26, '2': 168, '3': 14, '4': 0, '5': 0}",{},"{'joint': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 3, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:UXLINKUSDT:1d,UXLINKUSDT,1d,UXLINK,0.0001,593,592,2024-09-15 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,252,0,0,0,0,0,392,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:VFYUSDT:5m,VFYUSDT,5m,VFY,1e-05,61200,61199,2025-09-30 12:00:00+00:00,2026-04-30 23:55:00+00:00,0,60859,63,125,162,161,10,26708,"{'0': 152, '1': 224, '2': 2467, '3': 195, '4': 0, '5': 7}","{'momentum': 1, 'parent_not_recovered': 1}","{'joint': {'candidates': 10, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 63, 'skipped_in_position': 9, 'invalid_initial': 0}}",0
binance_um:VFYUSDT:15m,VFYUSDT,15m,VFY,1e-05,20400,20399,2025-09-30 12:00:00+00:00,2026-04-30 23:45:00+00:00,0,20059,14,35,68,66,1,8698,"{'0': 72, '1': 98, '2': 1091, '3': 62, '4': 0, '5': 2}",{},"{'joint': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 14, 'skipped_in_position': 0, 'invalid_initial': 0}}",0
binance_um:VFYUSDT:30m,VFYUSDT,30m,VFY,1e-05,10200,10199,2025-09-30 12:00:00+00:00,2026-04-30 23:30:00+00:00,0,9859,7,12,40,39,3,4308,"{'0': 65, '1': 62, '2': 513, '3': 45, '4': 0, '5': 5}",{},"{'joint': {'candidates': 3, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 7, 'skipped_in_position': 2, 'invalid_initial': 0}}",0
binance_um:VFYUSDT:1h,VFYUSDT,1h,VFY,1e-05,5100,5099,2025-09-30 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,4759,4,8,17,17,1,2116,"{'0': 20, '1': 20, '2': 201, '3': 14, '4': 0, '5': 0}",{},"{'joint': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 4, 'skipped_in_position': 0, 'invalid_initial': 0}}",0
binance_um:VFYUSDT:4h,VFYUSDT,4h,VFY,1e-05,1275,1274,2025-09-30 12:00:00+00:00,2026-04-30 20:00:00+00:00,0,934,0,1,1,1,0,494,"{'0': 0, '1': 1, '2': 7, '3': 1, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",0
binance_um:VFYUSDT:1d,VFYUSDT,1d,VFY,1e-05,213,212,2025-09-30 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,0,0,0,0,0,0,48,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:VELODROMEUSDT:5m,VELODROMEUSDT,5m,VELODROME,1e-05,144957,144956,2024-12-13 16:15:00+00:00,2026-04-30 23:55:00+00:00,0,144616,181,377,392,371,23,2937,"{'0': 328, '1': 507, '2': 7312, '3': 478, '4': 0, '5': 12}",{'gate': 1},"{'joint': {'candidates': 23, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 181, 'skipped_in_position': 25, 'invalid_initial': 0}}",0
binance_um:VELODROMEUSDT:15m,VELODROMEUSDT,15m,VELODROME,1e-05,48319,48318,2024-12-13 16:15:00+00:00,2026-04-30 23:45:00+00:00,0,47978,59,112,171,173,16,647,"{'0': 179, '1': 226, '2': 2720, '3': 222, '4': 0, '5': 0}",{'momentum': 1},"{'joint': {'candidates': 16, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 59, 'skipped_in_position': 8, 'invalid_initial': 0}}",0
binance_um:VELODROMEUSDT:30m,VELODROMEUSDT,30m,VELODROME,1e-05,24160,24159,2024-12-13 16:00:00+00:00,2026-04-30 23:30:00+00:00,0,23819,32,62,86,74,3,219,"{'0': 100, '1': 111, '2': 1627, '3': 117, '4': 0, '5': 3}",{'momentum': 1},"{'joint': {'candidates': 3, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 32, 'skipped_in_position': 8, 'invalid_initial': 0}}",1
binance_um:VELODROMEUSDT:1h,VELODROMEUSDT,1h,VELODROME,1e-05,12080,12079,2024-12-13 16:00:00+00:00,2026-04-30 23:00:00+00:00,0,11739,13,28,57,51,3,77,"{'0': 44, '1': 75, '2': 906, '3': 96, '4': 0, '5': 2}",{},"{'joint': {'candidates': 3, 'skipped_in_position': 1, 'invalid_initial': 0}, 'v9_long': {'candidates': 13, 'skipped_in_position': 3, 'invalid_initial': 0}}",1
binance_um:VELODROMEUSDT:4h,VELODROMEUSDT,4h,VELODROME,1e-05,3020,3019,2024-12-13 16:00:00+00:00,2026-04-30 20:00:00+00:00,0,2679,4,8,18,17,1,5,"{'0': 8, '1': 24, '2': 139, '3': 16, '4': 0, '5': 0}",{},"{'joint': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 4, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:VELODROMEUSDT:1d,VELODROMEUSDT,1d,VELODROME,1e-05,504,503,2024-12-13 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,163,0,0,1,2,0,2,"{'0': 0, '1': 3, '2': 3, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:VANRYUSDT:5m,VANRYUSDT,5m,VANRY,1e-06,173724,172224,2024-09-04 19:00:00+00:00,2026-04-30 23:55:00+00:00,0,172224,194,439,512,498,29,2957,"{'0': 555, '1': 697, '2': 9381, '3': 566, '4': 0, '5': 17}","{'momentum': 4, 'gate': 1}","{'joint': {'candidates': 29, 'skipped_in_position': 1, 'invalid_initial': 0}, 'v9_long': {'candidates': 194, 'skipped_in_position': 26, 'invalid_initial': 0}}",0
binance_um:VANRYUSDT:15m,VANRYUSDT,15m,VANRY,1e-06,58908,57408,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,57408,62,136,200,206,19,512,"{'0': 304, '1': 294, '2': 3641, '3': 280, '4': 0, '5': 14}","{'gate': 1, 'momentum': 1}","{'joint': {'candidates': 19, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 62, 'skipped_in_position': 5, 'invalid_initial': 0}}",0
binance_um:VANRYUSDT:30m,VANRYUSDT,30m,VANRY,1e-06,30204,28704,2024-08-09 18:00:00+00:00,2026-04-30 23:30:00+00:00,0,28704,38,71,98,95,6,187,"{'0': 90, '1': 138, '2': 1646, '3': 181, '4': 0, '5': 3}",{'momentum': 1},"{'joint': {'candidates': 6, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 38, 'skipped_in_position': 10, 'invalid_initial': 0}}",0
binance_um:VANRYUSDT:1h,VANRYUSDT,1h,VANRY,1e-06,15852,14352,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,14352,25,49,51,53,2,67,"{'0': 46, '1': 84, '2': 868, '3': 78, '4': 0, '5': 4}",{},"{'joint': {'candidates': 2, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 25, 'skipped_in_position': 6, 'invalid_initial': 0}}",0
binance_um:VANRYUSDT:4h,VANRYUSDT,4h,VANRY,1e-06,4670,3588,2024-03-13 16:00:00+00:00,2026-04-30 20:00:00+00:00,0,3588,2,4,13,15,1,6,"{'0': 9, '1': 16, '2': 294, '3': 26, '4': 0, '5': 1}",{},"{'joint': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 2, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:VANRYUSDT:1d,VANRYUSDT,1d,VANRY,1e-06,779,598,2024-03-13 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,438,0,0,0,1,0,0,"{'0': 0, '1': 1, '2': 12, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:VICUSDT:5m,VICUSDT,5m,VIC,1e-05,119316,119315,2025-03-12 17:00:00+00:00,2026-04-30 23:55:00+00:00,0,118975,133,277,253,260,13,5175,"{'0': 201, '1': 341, '2': 4035, '3': 285, '4': 0, '5': 4}","{'gate': 4, 'momentum': 1}","{'joint': {'candidates': 13, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 133, 'skipped_in_position': 21, 'invalid_initial': 0}}",0
binance_um:VICUSDT:15m,VICUSDT,15m,VIC,1e-05,39772,39771,2025-03-12 17:00:00+00:00,2026-04-30 23:45:00+00:00,0,39431,39,75,119,112,5,925,"{'0': 124, '1': 173, '2': 2198, '3': 208, '4': 0, '5': 6}",{},"{'joint': {'candidates': 5, 'skipped_in_position': 1, 'invalid_initial': 0}, 'v9_long': {'candidates': 39, 'skipped_in_position': 5, 'invalid_initial': 0}}",0
binance_um:VICUSDT:30m,VICUSDT,30m,VIC,1e-05,19886,19885,2025-03-12 17:00:00+00:00,2026-04-30 23:30:00+00:00,0,19545,21,41,75,73,5,273,"{'0': 79, '1': 101, '2': 1330, '3': 167, '4': 0, '5': 1}",{},"{'joint': {'candidates': 5, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 21, 'skipped_in_position': 1, 'invalid_initial': 0}}",0
binance_um:VICUSDT:1h,VICUSDT,1h,VIC,1e-05,9943,9942,2025-03-12 17:00:00+00:00,2026-04-30 23:00:00+00:00,0,9602,8,20,34,38,3,88,"{'0': 24, '1': 50, '2': 704, '3': 157, '4': 0, '5': 3}",{},"{'joint': {'candidates': 3, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 8, 'skipped_in_position': 1, 'invalid_initial': 0}}",0
binance_um:VICUSDT:4h,VICUSDT,4h,VIC,1e-05,2486,2485,2025-03-12 16:00:00+00:00,2026-04-30 20:00:00+00:00,0,2145,1,3,9,9,1,6,"{'0': 8, '1': 12, '2': 111, '3': 30, '4': 0, '5': 0}",{},"{'joint': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:VICUSDT:1d,VICUSDT,1d,VIC,1e-05,415,414,2025-03-12 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,74,0,0,0,0,0,0,"{'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:VETUSDT:5m,VETUSDT,5m,VET,1e-06,173724,172224,2024-09-04 19:00:00+00:00,2026-04-30 23:55:00+00:00,0,172224,188,421,559,542,41,911,"{'0': 634, '1': 785, '2': 11058, '3': 550, '4': 0, '5': 28}","{'gate': 5, 'momentum': 1}","{'joint': {'candidates': 41, 'skipped_in_position': 1, 'invalid_initial': 0}, 'v9_long': {'candidates': 188, 'skipped_in_position': 30, 'invalid_initial': 0}}",0
binance_um:VETUSDT:15m,VETUSDT,15m,VET,1e-06,58908,57408,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,57408,63,128,221,213,15,167,"{'0': 256, '1': 307, '2': 4096, '3': 283, '4': 0, '5': 9}",{},"{'joint': {'candidates': 15, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 63, 'skipped_in_position': 4, 'invalid_initial': 0}}",0
binance_um:VETUSDT:30m,VETUSDT,30m,VET,1e-06,30204,28704,2024-08-09 18:00:00+00:00,2026-04-30 23:30:00+00:00,0,28704,29,55,119,110,6,66,"{'0': 127, '1': 165, '2': 2077, '3': 123, '4': 0, '5': 8}",{},"{'joint': {'candidates': 6, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 29, 'skipped_in_position': 2, 'invalid_initial': 0}}",0
binance_um:VETUSDT:1h,VETUSDT,1h,VET,1e-06,15852,14352,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,14352,16,40,69,66,2,22,"{'0': 71, '1': 97, '2': 1314, '3': 60, '4': 0, '5': 8}",{},"{'joint': {'candidates': 2, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 16, 'skipped_in_position': 3, 'invalid_initial': 0}}",0
binance_um:VETUSDT:4h,VETUSDT,4h,VET,1e-06,5088,3588,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,3588,7,16,17,16,2,8,"{'0': 28, '1': 26, '2': 348, '3': 35, '4': 0, '5': 0}",{},"{'joint': {'candidates': 2, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 7, 'skipped_in_position': 0, 'invalid_initial': 0}}",0
binance_um:VETUSDT:1d,VETUSDT,1d,VET,1e-06,2093,598,2020-08-02 00:00:00+00:00,2026-04-30 00:00:00+00:00,2,598,0,0,1,1,0,0,"{'0': 1, '1': 3, '2': 27, '3': 8, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",0
binance_um:VIDTUSDT:5m,VIDTUSDT,5m,VIDT,1e-05,173724,172224,2024-09-04 19:00:00+00:00,2026-04-30 23:55:00+00:00,0,172224,58,144,155,143,6,220980,"{'0': 131, '1': 211, '2': 2663, '3': 161, '4': 0, '5': 1}",{'gate': 1},"{'joint': {'candidates': 6, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 58, 'skipped_in_position': 8, 'invalid_initial': 0}}",0
binance_um:VIDTUSDT:15m,VIDTUSDT,15m,VIDT,1e-05,58908,57408,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,57408,26,58,60,61,8,73460,"{'0': 67, '1': 95, '2': 1028, '3': 94, '4': 0, '5': 2}",{},"{'joint': {'candidates': 8, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 26, 'skipped_in_position': 2, 'invalid_initial': 0}}",0
binance_um:VIDTUSDT:30m,VIDTUSDT,30m,VIDT,1e-05,29549,28704,2024-08-23 09:30:00+00:00,2026-04-30 23:30:00+00:00,0,28704,9,24,39,37,2,36645,"{'0': 27, '1': 51, '2': 688, '3': 57, '4': 0, '5': 1}",{},"{'joint': {'candidates': 2, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 9, 'skipped_in_position': 1, 'invalid_initial': 0}}",0
binance_um:VIDTUSDT:1h,VIDTUSDT,1h,VIDT,1e-05,14775,14352,2024-08-23 09:00:00+00:00,2026-04-30 23:00:00+00:00,0,14352,7,16,20,23,2,18290,"{'0': 13, '1': 29, '2': 337, '3': 56, '4': 0, '5': 0}","{'gate': 1, 'momentum': 1}","{'joint': {'candidates': 2, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 7, 'skipped_in_position': 1, 'invalid_initial': 0}}",1
binance_um:VIDTUSDT:4h,VIDTUSDT,4h,VIDT,1e-05,3694,3588,2024-08-23 08:00:00+00:00,2026-04-30 20:00:00+00:00,0,3353,0,0,5,4,0,4541,"{'0': 0, '1': 7, '2': 75, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:VIDTUSDT:1d,VIDTUSDT,1d,VIDT,1e-05,616,598,2024-08-23 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,275,0,0,0,0,0,722,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:VINEUSDT:5m,VINEUSDT,5m,VINE,1e-05,132936,132935,2025-01-24 10:00:00+00:00,2026-04-30 23:55:00+00:00,0,132595,187,376,439,434,27,3317,"{'0': 408, '1': 611, '2': 7476, '3': 684, '4': 0, '5': 5}","{'momentum': 5, 'gate': 1}","{'joint': {'candidates': 27, 'skipped_in_position': 1, 'invalid_initial': 0}, 'v9_long': {'candidates': 187, 'skipped_in_position': 25, 'invalid_initial': 0}}",0
binance_um:VINEUSDT:15m,VINEUSDT,15m,VINE,1e-05,44312,44311,2025-01-24 10:00:00+00:00,2026-04-30 23:45:00+00:00,0,43971,42,90,189,189,10,812,"{'0': 243, '1': 282, '2': 2563, '3': 435, '4': 0, '5': 15}",{'gate': 1},"{'joint': {'candidates': 10, 'skipped_in_position': 1, 'invalid_initial': 0}, 'v9_long': {'candidates': 42, 'skipped_in_position': 6, 'invalid_initial': 0}}",0
